location_id;company_name;address;city;county;state;zip;phone1;email;web;level;event date;price;categories;methods of payment;excerpt;description;images;map icons
165;Rangoni Of Florence;37275 St  Rt 17m M;Middle Island;Suffolk;NY;11953;631-335-3414;amaclead@gmail.com;http://www.rangoniofflorence.com;1;12.12.2014;500;security-brokers-dealers;"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;ATI_BG.JPG;Restaurants & Hotels/coffee.png
137;Feiner Bros;25 E 75th St #69;Los Angeles;Los Angeles;CA;90034;310-498-5651;kiley.caldarera@aol.com;http://www.feinerbros.com;1;19.11.2014;235;real-estate-construction;"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;COM0028.JPG;Events & Weather/gun.png
168;Buckley Miller & Wright;98 Connecticut Ave Nw;Chagrin Falls;Geauga;OH;44023;440-780-8425;gruta@cox.net;http://www.buckleymillerwright.com;1;09.08.2014;19;"business-services;community-services";Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Digital Keyboard_.jpg;Administration, Office & Industry/mine.png
176;Rousseaux, Michael Esq;56 E Morehead St;Laredo;Webb;TX;78045;956-537-6195;calbares@gmail.com;http://www.rousseauxmichaelesq.com;1;17.09.2014;99;electronics;"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Feel the power FINAL.jpg;Restaurants & Hotels/restaurant-barbecue.png
135;Century Communications;73 State Road 434 E;Phoenix;Maricopa;AZ;85013;602-277-4385;mattie@aol.com;http://www.centurycommunications.com;1;02.11.2014;100;"clinics;medical-equipment-supplies;nurseries-garden-centers";Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;wall_236_1.jpg;Culture & Entertainment/museum-historical.png
175;Bolton, Wilbur Esq;69734 E Carrillo St;Mc Minnville;Warren;TN;37110;931-313-9635;meaghan@hotmail.com;http://www.boltonwilburesq.com;1;22.11.2014;45.5;community-services;Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;374-1024.jpg;Media/photo.png
182;T M Byxbee Company Pc;322 New Horizon Blvd;Milwaukee;Milwaukee;WI;53207;414-661-9598;gladys.rim@rim.org;http://www.tmbyxbeecompanypc.com;1;12.12.2014;45.55;"beauty-health;electronics";"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;ANM0003.JPG;Miscellaneous/drinkingfountain.png
155;Farmers Insurance Group;1 State Route 27;Taylor;Wayne;MI;48180;313-288-7937;yuki_whobrey@aol.com;http://www.farmersinsurancegroup.com;1;03.04.2014;125;"pet;pets;transportation";Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;ANM0010.JPG;Administration, Office & Industry/amphitheater.png
146;Post Box Services Plus;394 Manchester Blvd;Rockford;Winnebago;IL;61109;815-828-2147;fletcher.flosi@yahoo.com;http://www.postboxservicesplus.com;1;20.10.2015;190;"clinics;medical-equipment-supplies";Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;00192_goldengate_1024x768.jpg;Sports, Health & Beauty/airplane-sport.png
171;Sport En Art;6 S 33rd St;Aston;Delaware;PA;19014;610-545-3615;bette_nicka@cox.net;http://www.sportenart.com;1;10.10.2015;150;construction;"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;ANM0033.JPG;Culture & Entertainment/party.png
137;C 4 Network Inc;6 Greenleaf Ave;San Jose;Santa Clara;CA;95111;408-540-1785;vinouye@aol.com;http://www.cnetworkinc.com;1;05.06.2014;110;"education;security-brokers-dealers";"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;ANM0045.JPG;Stores/music.png
176;Ingalls, Donald R Esq;618 W Yakima Ave;Irving;Dallas;TX;75062;972-303-9197;willard@hotmail.com;http://www.ingallsdonaldresq.com;1;07.10.2014;90;"beauty-health;electronics;sporting";"Cash;Visa;MasterCard;Cheque";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;00217_federalhillpark_1600x1200.jpg;Administration, Office & Industry/currencyexchange.png
165;Franklin, Peter L Esq;74 S Westgate St;Albany;Albany;NY;12204;518-966-7987;mroyster@royster.com;http://www.franklinpeterlesq.com;1;23.06.2014;115.5;"community-services;education";"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;ANM0070.JPG;Events & Weather/revolution.png
163;Wtlz Power 107 Fm;3273 State St;Middlesex;Middlesex;NJ;8846;732-658-3154;alisha@slusarski.com;http://www.wtlzpowerfm.com;1;30.04.2014;60;construction;"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;ANM0073.JPG;Media/video.png
182;Ledecky, David Esq;1 Central Ave;Stevens Point;Portage;WI;54481;715-662-6764;allene_iturbide@cox.net;http://www.ledeckydavidesq.com;1;25.02.2013;11;computer;"Cash;Visa;MasterCard;Cheque";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Ferrari F50 (1).jpg;Restaurants & Hotels/restaurantgourmet.png
149;Professional Image Inc;86 Nw 66th St #8673;Shawnee;Johnson;KS;66218;913-388-2079;chanel.caudy@caudy.org;http://www.professionalimageinc.com;1;12.12.2014;123;"general;construction";"Cash;Visa;MasterCard;Cheque";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Acura-RL-A-03-1280.jpg;Restaurants & Hotels/pizza.png
153;Sider, Donald C Esq;2 Cedar Ave #84;Easton;Talbot;MD;21601;410-669-1642;ezekiel@chui.com;http://www.siderdonaldcesq.com;1;19.11.2014;55;"agencies;properties;support-services";"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Acura-RSX-06-1280.jpg;Sports, Health & Beauty/karting.png
165;U Pull It;90991 Thorburn Ave;New York;New York;NY;10011;212-582-4976;wkusko@yahoo.com;http://www.upullit.com;1;09.08.2014;110;business-services;"Cash;Visa;MasterCard;Cheque";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Hummer H1 (1).jpg;Stores/supermarket.png
176;Clark, Richard Cpa;386 9th Ave N;Conroe;Montgomery;TX;77301;936-336-3951;bfigeroa@aol.com;http://www.clarkrichardcpa.com;1;17.09.2014;20;african-restaurants;"Cash;Visa;MasterCard;Cheque";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;MB-classic300SL-07-1280.jpg;Tourism & Nature/ancienttemple.png
168;Moskowitz, Barry S;74874 Atlantic Ave;Columbus;Franklin;OH;43215;614-801-9788;ammie@corrio.com;http://www.moskowitzbarrys.com;1;02.11.2014;30;"agencies;properties";"Cash;American Express;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;volvoroadtrain1kz.jpg;Transportation/car.png
164;Cascade Realty Advisors Inc;366 South Dr;Las Cruces;Dona Ana;NM;88011;505-977-3911;francine_vocelka@vocelka.com;http://www.cascaderealtyadvisorsinc.com;1;22.11.2014;29.99;"events;cafes;snacks-desserts";"Cash;Gift Sertificate;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Pontiac-GTO-Ram04-1280.jpg;Sports, Health & Beauty/usfootball.png
163;Knwz Newsradio;45 E Liberty St;Ridgefield Park;Bergen;NJ;7660;201-709-6245;ernie_stenseth@aol.com;http://www.knwznewsradio.com;1;12.12.2014;35.5;"bakeries;breakfast-restaurants;snacks-desserts";Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;valentine's_day_37187.jpg;Stores/tools.png
163;Giampetro, Anthony D;4 Ralph Ct;Dunellen;Middlesex;NJ;8812;732-924-7882;albina@glick.com;http://www.giampetroanthonyd.com;1;03.04.2014;50;"cafes;snacks-desserts";"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;WO_SCN05.JPG;Tourism & Nature/riparian.png
165;Milford Enterprises Inc;2742 Distribution Way;New York;New York;NY;10025;212-860-1579;asergi@gmail.com;http://www.milfordenterprisesinc.com;1;20.10.2015;120;"cocktail-lounges;drinking-establishments";Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;flower_falls.jpg;Transportation/taxiway.png
